question_id,num_continuations,average_similarity,divergence
1,10,0.8641374135452732,0.13586258645472682
2,10,0.8586013047270692,0.1413986952729308
3,10,0.8662353632782217,0.1337646367217783
4,10,0.9354011950856254,0.06459880491437464
5,10,0.8495841445903239,0.15041585540967606
6,10,0.9302894146777569,0.06971058532224306
7,10,0.8990003125283343,0.10099968747166566
8,10,0.9447443194446911,0.05525568055530894
9,10,0.9030093378615073,0.09699066213849272
10,10,0.909646955559464,0.09035304444053605
11,10,0.8554825777639353,0.14451742223606467
12,10,0.8991720920815088,0.10082790791849117
13,10,0.8770202518006615,0.12297974819933855
14,10,0.9242159429050171,0.07578405709498293
15,10,0.8679121649863047,0.13208783501369525
16,10,0.876943974037935,0.123056025962065
17,10,0.8673532434147802,0.13264675658521985
18,10,0.9090477280183249,0.0909522719816751
19,10,0.8263965738303609,0.17360342616963909
20,10,0.9225144111392456,0.0774855888607544
21,10,0.8990534658549844,0.10094653414501564
22,10,0.9301658962905023,0.06983410370949772
23,10,0.9204075268288187,0.07959247317118134
24,10,0.9054691827932076,0.09453081720679235
25,10,0.852500505479335,0.14749949452066502
26,10,0.9150038188534206,0.08499618114657936
27,10,0.9295887472925176,0.07041125270748239
28,10,0.8344357232931147,0.16556427670688534
29,10,0.9310371730814565,0.0689628269185435
30,10,0.8500485385483436,0.1499514614516564
31,10,0.9306389629180173,0.06936103708198271
32,10,0.8874889867848027,0.1125110132151973
33,10,0.9238291736134144,0.07617082638658557
34,10,0.8754628892872862,0.12453711071271378
35,10,0.6808930851197339,0.3191069148802661
36,10,0.9265574825202262,0.07344251747977382
37,10,0.9478617870216968,0.05213821297830323
38,10,0.8790244700056028,0.1209755299943972
39,10,0.9291276381749054,0.0708723618250946
40,10,0.9312590104856274,0.06874098951437257
41,10,0.9220292029976703,0.07797079700232967
42,10,0.8338394425166477,0.16616055748335234
43,10,0.9133600399003783,0.08663996009962172
44,10,0.8756847182487577,0.12431528175124229
45,10,0.9354614811587295,0.06453851884127049
46,10,0.9331518649318519,0.06684813506814813
47,10,0.9049584669014785,0.09504153309852148
48,10,0.8747506152446977,0.12524938475530234
49,10,0.9374625046391399,0.06253749536086006
50,10,0.9224781604165516,0.07752183958344838
51,10,0.8319474321355516,0.16805256786444844
52,10,0.8068016713193218,0.1931983286806782
53,10,0.9154338207202868,0.08456617927971322
54,10,0.900422947434964,0.09957705256503602
55,10,0.9034303260335248,0.0965696739664752
56,10,0.9334657511460513,0.06653424885394865
57,10,0.819255563236817,0.18074443676318297
58,10,0.904507634389299,0.09549236561070096
59,10,0.9203336983408809,0.07966630165911914
60,10,0.8761906088206721,0.12380939117932788
61,10,0.9385896162890087,0.06141038371099128
62,10,0.9447337287428658,0.055266271257134236
63,10,0.8844276319850045,0.11557236801499549
64,10,0.9084905800039688,0.09150941999603124
65,10,0.9254710293692513,0.0745289706307487
66,10,0.8160333244679093,0.18396667553209067
67,10,0.9399234927343676,0.060076507265632406
68,10,0.8710459623011826,0.12895403769881741
70,10,0.7587622573023877,0.24123774269761233
71,10,0.9029342220445268,0.09706577795547322
72,10,0.9117056791941315,0.08829432080586852
73,10,0.9196321750201054,0.08036782497989459
74,10,0.8955124520950383,0.10448754790496173
75,10,0.749000093313838,0.250999906686162
76,10,0.7540151976552661,0.24598480234473385
77,10,0.9358169803589288,0.0641830196410712
78,10,0.8693217769634869,0.1306782230365131
79,10,0.9167712933544089,0.08322870664559112
80,10,0.8379924178091542,0.16200758219084577
81,10,0.9290848509255607,0.0709151490744393
82,10,0.9164989981776549,0.0835010018223451
83,10,0.7279808048368738,0.2720191951631262
84,10,0.76971633784855,0.23028366215145002
85,10,0.9162141817098887,0.08378581829011134
86,10,0.9143440508200829,0.08565594917991715
87,10,0.9083034871907704,0.09169651280922964
88,10,0.8917924391804434,0.10820756081955663
89,10,0.9201571192484806,0.07984288075151935
90,10,0.8140566378658989,0.18594336213410112
91,10,0.9089781105803727,0.0910218894196273
92,10,0.8774896974231012,0.12251030257689877
93,10,0.860084354554124,0.13991564544587598
94,10,0.9515625649431587,0.04843743505684128
95,10,0.8917950327891025,0.10820496721089745
96,10,0.9327349445975138,0.06726505540248617
97,10,0.9026847013093274,0.09731529869067257
98,10,0.8319478593488978,0.1680521406511022
99,10,0.9274403809583066,0.07255961904169339
100,10,0.8148708247642972,0.18512917523570283
