question_id,num_continuations,average_similarity,divergence
1,10,0.8908828168381258,0.10911718316187424
2,10,0.8724666240627231,0.12753337593727687
3,10,0.8708113748072476,0.12918862519275243
4,10,0.9442746606073941,0.05572533939260593
5,10,0.8199371269447021,0.1800628730552979
6,10,0.9466098476426628,0.05339015235733724
7,10,0.8899426294849591,0.11005737051504094
8,10,0.9483435276495947,0.05165647235040527
9,10,0.8666018656035953,0.1333981343964047
10,10,0.9589831799028657,0.041016820097134254
11,10,0.9586578443795092,0.04134215562049082
12,10,0.9074133527182835,0.0925866472817165
13,10,0.9343399214063863,0.06566007859361367
14,10,0.8877789837138489,0.11222101628615111
15,10,0.9290006418724499,0.0709993581275501
16,10,0.9490540329588646,0.05094596704113541
17,10,0.9327982037800534,0.0672017962199466
18,10,0.9349915217668389,0.06500847823316114
19,10,0.9372872510129729,0.06271274898702706
20,10,0.9432805612745423,0.056719438725457705
21,10,0.9621307122181396,0.03786928778186038
22,10,0.9634484818668044,0.03655151813319557
23,10,0.9171101412968704,0.08288985870312959
24,10,0.9433004354569928,0.056699564543007175
25,10,0.9192240822420673,0.08077591775793269
26,10,0.9469968108916222,0.05300318910837776
27,10,0.9537210150186327,0.04627898498136729
28,10,0.9232231340688938,0.07677686593110622
29,10,0.9441414690888575,0.05585853091114246
30,10,0.9175023483499726,0.08249765165002743
31,10,0.9432706136760538,0.056729386323946196
32,10,0.9386944819011589,0.061305518098841105
33,10,0.9424665966519388,0.05753340334806123
34,10,0.8769047902654062,0.12309520973459376
35,10,0.9601122346601797,0.0398877653398203
36,10,0.9192913559421609,0.08070864405783906
37,10,0.9427668490536699,0.05723315094633008
38,10,0.9314615624488122,0.06853843755118783
39,10,0.9622716905088462,0.0377283094911538
40,10,0.942200360959073,0.057799639040927
41,10,0.9393907643515818,0.06060923564841825
42,10,0.9508916602496063,0.04910833975039375
43,10,0.9225561761672553,0.07744382383274473
44,10,0.9382586612525688,0.06174133874743115
45,10,0.9409280661995975,0.05907193380040254
46,10,0.9383651874802774,0.06163481251972258
47,10,0.9467171328436872,0.05328286715631281
48,10,0.9336416483736483,0.06635835162635173
49,10,0.9439879299945512,0.05601207000544883
50,10,0.9389721759633015,0.061027824036698486
51,10,0.8992394731584106,0.10076052684158943
52,10,0.8610931646018136,0.13890683539818638
53,10,0.9336289641079879,0.0663710358920121
54,10,0.9324850317535085,0.0675149682464915
55,10,0.9300599024328079,0.0699400975671921
56,10,0.9678555374242319,0.032144462575768085
57,10,0.9217393229100838,0.07826067708991624
58,10,0.921469101538534,0.07853089846146599
59,10,0.9309280982422335,0.06907190175776645
60,10,0.9279169510962283,0.07208304890377171
61,10,0.9543301491640352,0.045669850835964754
62,10,0.9478931308481102,0.05210686915188978
63,10,0.9592744272695606,0.04072557273043942
64,10,0.9368254510824183,0.06317454891758167
65,10,0.9193068643954713,0.08069313560452873
66,10,0.9053996391264928,0.0946003608735072
67,10,0.9521596397639462,0.04784036023605376
68,10,0.9589182892603277,0.04108171073967226
70,10,0.946376017515954,0.053623982484045984
71,10,0.9503021968733928,0.04969780312660721
72,10,0.9469245064866258,0.05307549351337415
73,10,0.8789609648408838,0.12103903515911618
74,10,0.9320917270870849,0.06790827291291512
75,10,0.9275053356037829,0.0724946643962171
76,10,0.9320399276866648,0.06796007231333523
77,10,0.9321068946220562,0.0678931053779438
78,10,0.9472154284264709,0.052784571573529115
79,10,0.9400381746050306,0.059961825394969415
80,10,0.9312365105388537,0.0687634894611463
81,10,0.9515454681188866,0.04845453188111337
82,10,0.9172305655505457,0.08276943444945428
83,10,0.9055883602767055,0.09441163972329447
84,10,0.9482235084911887,0.05177649150881125
85,10,0.9236630110668437,0.07633698893315632
86,10,0.950814380833203,0.04918561916679698
87,10,0.9286132776347147,0.07138672236528532
88,10,0.9036194633767115,0.09638053662328849
89,10,0.9504161101836957,0.04958388981630435
90,10,0.8806285474390358,0.11937145256096415
91,10,0.9476880939661172,0.052311906033882805
92,10,0.8782315803840293,0.12176841961597074
93,10,0.9339078769682805,0.06609212303171952
94,10,0.9489383782836789,0.051061621716321115
95,10,0.9413593932795448,0.058640606720455235
96,10,0.9649919434368027,0.035008056563197276
97,10,0.9456066671224579,0.05439333287754211
98,10,0.9555902010872512,0.044409798912748766
99,10,0.9492947192451147,0.05070528075488534
100,10,0.9496469566434343,0.05035304335656565
